rank,record_key,pmid,pmcid,doi,priority_tier,recommendation,confidence,exclusion_reason,abstract_available,title,rationale,matched_signals,founder_decision_recorded
17,MED:29754777,29754777,,10.1016/s0140-6736(18)30789-x,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,International validation of the consensus Immunoscore for the classification of colon cancer: a prognostic and accuracy study.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
18,MED:29064420,29064420,PMC5666908,10.3390/ijms18102229,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Immunogenomic Classification of Colorectal Cancer and Therapeutic Implications.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
19,MED:27884016,27884016,PMC5220148,10.1038/bjc.2016.382,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Expression profiling of budding cells in colorectal cancer reveals an EMT-like phenotype and molecular subtype switching.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
20,MED:38709069,38709069,PMC11114095,10.1158/2767-9764.crc-24-0031,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Use of Deep Learning to Evaluate Tumor Microenvironmental Features for Prediction of Colon Cancer Recurrence.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
21,MED:38966168,38966168,PMC11220308,10.37349/etat.2024.00231,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Resistance to immune checkpoint inhibitors in colorectal cancer with deficient mismatch repair/microsatellite instability: misdiagnosis, pseudoprogression and/or tumor heterogeneity?","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
22,MED:36658726,36658726,PMC10015890,10.1002/advs.202204177,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Cancer Cells Enter an Adaptive Persistence to Survive Radiotherapy and Repopulate Tumor.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
23,MED:36941605,36941605,PMC10029176,10.1186/s12967-023-04053-2,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Transcriptomes of the tumor-adjacent normal tissues are more informative than tumors in predicting recurrence in colorectal cancer patients.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
24,MED:37760801,37760801,PMC10525158,10.3390/biomedicines11092361,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Cellular and Molecular Mechanisms of the Tumor Stroma in Colorectal Cancer: Insights into Disease Progression and Therapeutic Targets.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
25,MED:35449312,35449312,,10.1007/s00535-022-01875-7,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Comprehensive genetic characterization of rectal cancer in a large cohort of Japanese patients: differences according to tumor location.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
26,MED:33493614,33493614,,10.1016/j.bbcan.2021.188513,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,The clinical relevance of gene expression based prognostic signatures in colorectal cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
27,MED:33777442,33777442,PMC7610445,10.3390/epigenomes5010006,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Ultra-Low DNA Input into Whole Genome Methylation Assays and Detection of Oncogenic Methylation and Copy Number Variants in Circulating Tumour DNA.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
28,MED:34070480,34070480,PMC8197564,10.3390/jcm10112295,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Therapeutic Targets and Tumor Microenvironment in Colorectal Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
29,MED:34533595,34533595,PMC8589816,10.1007/s00384-021-04023-4,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Tumour-stroma ratio outperforms tumour budding as biomarker in colon cancer: a cohort study.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
30,MED:31486287,31486287,PMC6966701,10.1002/cjp2.143,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Preoperative, biopsy-based assessment of the tumour microenvironment in patients with primary operable colorectal cancer.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
31,MED:31622621,31622621,,10.1053/j.gastro.2019.09.045,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Therapeutic Targeting of the Colorectal Tumor Stroma.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
32,MED:32070860,32070860,,10.1016/j.copbio.2020.01.003,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Patient-derived xenografts (PDXs) as model systems for human cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
33,MED:32200222,32200222,,10.1016/j.ejca.2020.02.007,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Are tumour grade and tumour budding equivalent in colorectal cancer? A retrospective analysis of 771 patients.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
34,MED:32546157,32546157,PMC7296686,10.1186/s12911-020-01140-y,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Stratifying patients using fast multiple kernel learning framework: case studies of Alzheimer's disease and cancers.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
35,MED:32647253,32647253,PMC7347540,10.1038/s41389-020-00250-6,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Exploring and modelling colon cancer inter-tumour heterogeneity: opportunities and challenges.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
36,MED:32684627,32684627,PMC7555485,10.1038/s41416-020-0985-5,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Immune status is prognostic for poor survival in colorectal cancer patients and is associated with tumour hypoxia.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
37,PPR:PPR112624,,,10.1101/2020.02.11.20021964,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Ultra-low DNA input into whole genome methylation assays and detection of oncogenic methylation & copy number variants in circulating tumour DNA,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
38,MED:30922247,30922247,PMC6440123,10.1186/s12885-019-5462-2,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Increased expression of cancer-associated fibroblast markers at the invasive front and its association with tumor-stroma ratio in colorectal cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
39,MED:31070306,31070306,PMC6601706,10.1002/cam4.2205,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Consequences of a high incidence of microsatellite instability and BRAF-mutated tumors: A population-based cohort of metastatic colorectal cancer patients.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
40,MED:29457843,29457843,,10.1111/his.13489,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,The tumour-stroma ratio in colon cancer: the biological role and its prognostic impact.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
41,MED:29652830,29652830,PMC6024750,10.3390/medsci6020031,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Colorectal cancer: genetic abnormalities, tumor progression, tumor heterogeneity, clonal evolution and tumor-initiating cells.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
42,MED:29787819,29787819,,10.1016/j.humpath.2018.05.010,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Budding and tumor-infiltrating lymphocytes - combination of both parameters predicts survival in colorectal cancer and leads to new prognostic subgroups.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
43,MED:30030621,30030621,PMC6182321,10.1007/s00428-018-2408-z,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Scoring the tumor-stroma ratio in colon cancer: procedure and recommendations.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
44,MED:30140386,30140386,PMC6101138,10.18632/oncotarget.25845,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Molecular profiling of colorectal tumors stratified by the histological tumor-stroma ratio - Increased expression of galectin-1 in tumors with high stromal content.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
45,MED:30385823,30385823,PMC6251036,10.1038/s41416-018-0230-7,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Tumour budding is associated with the mesenchymal colon cancer subtype and RAS/RAF mutations: a study of 1320 colorectal cancers with Consensus Molecular Subgroup (CMS) data.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
46,MED:28376187,28376187,,10.1093/jnci/djw303,context,unclear,moderate,,true,A Novel Diagnostic Tool for Selecting Patients With Mesenchymal-Type Colon Cancer Reveals Intratumor Subtype Heterogeneity.,"The abstract contains relevant classifier and reliability signals, but direct eligibility is not unambiguous from deterministic rules.",domain_in_record|strong_method_in_record|classifier_method,false
47,MED:28548122,28548122,,10.1038/modpathol.2017.46,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Recommendations for reporting tumor budding in colorectal cancer based on the International Tumor Budding Consensus Conference (ITBCC) 2016.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
48,MED:28912897,28912897,PMC5596445,10.7150/thno.21471,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Genomic Analysis of Tumor Microenvironment Immune Types across 14 Solid Cancer Types: Immunotherapeutic Implications.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
49,MED:25139339,25139339,PMC4201568,10.1158/1078-0432.ccr-14-0332,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Mismatch repair status and BRAF mutation status in metastatic colorectal cancer patients: a pooled analysis of the CAIRO, CAIRO2, COIN, and FOCUS studies.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
50,MED:23583733,23583733,PMC4012393,10.1053/j.gastro.2013.03.052,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,The gastrointestinal tumor microenvironment.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
51,MED:22393095,22393095,,10.1200/jco.2011.39.5814,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Identification of a poor-prognosis BRAF-mutant-like population of patients with colon cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
52,MED:22865778,22865778,,10.1093/annonc/mds246,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,The proportion of tumor-stroma as a strong prognosticator for stage II and III colon cancer patients: validation in the VICTOR trial.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
53,MED:21597022,21597022,PMC3110173,10.1093/jnci/djr153,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,DNA mismatch repair status and colon cancer recurrence and survival in clinical trials of 5-fluorouracil-based adjuvant therapy.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
54,MED:19478385,19478385,PMC4618830,10.3233/clo-2009-0478,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Presence of a high amount of stroma and downregulation of SMAD4 predict for worse survival for stage I-II colon cancer patients.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
55,MED:19858404,19858404,,10.1200/jco.2008.19.6147,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,In situ cytotoxic and memory T cells predict outcome in patients with early-stage colorectal cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
56,MED:17726261,17726261,PMC4617992,10.1155/2007/175276,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,The carcinoma-stromal ratio of colon carcinoma is an independent factor for survival compared to lymph node status and tumor stage.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
57,MED:15908663,15908663,,10.1200/jco.2005.00.695,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Molecular staging for survival prediction of colorectal cancer patients.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
58,MED:12717242,12717242,,10.1097/00000478-200305000-00001,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Phenotype of microsatellite unstable colorectal carcinomas: Well-differentiated and focally mucinous tumors and the absence of dirty necrosis correlate with microsatellite instability.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
59,MED:11844828,11844828,,10.1200/jco.2002.20.4.1043,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Immunohistochemistry versus microsatellite instability testing in phenotyping colorectal tumors.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
60,MED:11413533,11413533,,10.1002/1097-0142(20010615)91:12<2417::aid-cncr1276>3.0.co;2-u,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Tumor-infiltrating lymphocytes are a marker for microsatellite instability in colorectal carcinoma.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
61,MED:42309220,42309220,,10.1016/j.canlet.2026.218683,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,POSTN&lt;sup&gt;+&lt;/sup&gt; cancer-associated fibroblasts forming fortress-like barrier to mediate immunotherapy resistance in colorectal cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
62,MED:41202810,41202810,,10.1016/j.ccell.2025.10.008,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Remodeling of T and endothelial cells during total neoadjuvant therapy in rectal cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
63,MED:38243085,38243085,PMC11108951,10.1007/s12094-023-03361-9,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Radiation-induced changes in gene expression in rectal cancer specimens.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
64,MED:38493804,38493804,PMC11016897,10.1158/1078-0432.ccr-23-1063,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Noninvasive Stratification of Colon Cancer by Multiplex PET Imaging.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
65,MED:38627863,38627863,PMC11020193,10.1186/s40164-024-00509-3,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Pan-cancer transcriptional atlas of minimal residual disease links DUSP1 to chemotherapy persistence.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
66,MED:37142595,37142595,PMC10160076,10.1038/s41419-023-05806-z,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Intratumor heterogeneity and cell secretome promote chemotherapy resistance and progression of colorectal cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
67,MED:35931031,35931031,PMC9592560,10.1016/j.stem.2022.07.008,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Dynamic and adaptive cancer stem cell population admixture in colorectal neoplasia.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
68,MED:36272991,36272991,PMC9588006,10.1038/s41598-022-22768-y,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Pseudogenes and the associated ceRNA network as potential prognostic biomarkers for colorectal cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
69,MED:33803882,33803882,PMC8003257,10.3390/diagnostics11030544,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Microsatellite Instability in Colorectal Cancer Liquid Biopsy-Current Updates on Its Potential in Non-Invasive Detection, Prognosis and as a Predictive Marker.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
70,MED:33928242,33928242,PMC8057496,10.1093/nargab/lqab016,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Evolutionary genetic algorithm identifies &lt;i&gt;IL2RB&lt;/i&gt; as a potential predictive biomarker for immune-checkpoint therapy in colorectal cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
71,MED:34572869,34572869,PMC8467397,10.3390/cancers13184642,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Validation of Gene Expression-Based Predictive Biomarkers for Response to Neoadjuvant Chemoradiotherapy in Locally Advanced Rectal Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
72,MED:34572947,34572947,PMC8472587,10.3390/cancers13184720,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,The Role of Cancer-Associated Fibroblasts in Cancer Invasion and Metastasis.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
73,MED:32132070,32132070,,10.21873/anticanres.14115,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Mucinous Adenocarcinoma as a High-risk Factor in Stage II Colorectal Cancer: A Propensity Score-matched Study from Japan.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
74,MED:32210966,32210966,PMC7068608,10.3389/fimmu.2020.00369,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Relationships Between Immune Landscapes, Genetic Subtypes and Responses to Immunotherapy in Colorectal Cancer.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
75,MED:32521738,32521738,PMC7352410,10.3390/cancers12061495,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Improved Outcome Prediction for Appendiceal Pseudomyxoma Peritonei by Integration of Cancer Cell and Stromal Transcriptional Profiles.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
76,MED:32664619,32664619,PMC7408881,10.3390/cancers12071875,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Combinatorial Immunotherapies for Metastatic Colorectal Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
77,MED:29955148,29955148,,10.1038/s41379-018-0094-7,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Assessing colorectal cancer mismatch repair status in the modern era: a survey of current practices and re-evaluation of the role of microsatellite instability testing.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
78,MED:30205948,30205948,PMC6588353,10.1016/j.clcc.2018.07.005,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Prognostic Implications of Mucinous Differentiation in Metastatic Colorectal Carcinoma Can Be Explained by Distinct Molecular and Clinicopathologic Characteristics.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
79,MED:30323670,30323670,PMC6175542,10.2147/cmar.s176260,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,A novel gene-pair signature for relapse-free survival prediction in colon cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
80,MED:27980218,27980218,PMC5352334,10.18632/oncotarget.13918,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Performance evaluation for rapid detection of pan-cancer microsatellite instability with MANTIS.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
81,MED:28052222,28052222,,10.1056/nejmc1613563,context,unclear,low,,false,Limits to Precision Cancer Medicine.,No abstract is available; founder title-level adjudication is required.,,false
