rank,record_key,pmid,pmcid,doi,priority_tier,recommendation,confidence,exclusion_reason,abstract_available,title,rationale,matched_signals,founder_decision_recorded
135,MED:41322337,41322337,PMC12664634,10.1016/j.gendis.2025.101589,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,A new and more informative subtyping scheme for breast cancer based on co-expression of metabolic genes.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",classifier_method|second_stage_not_direct,false
154,MED:18182677,18182677,,10.1200/jco.2007.14.8411,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Does estrogen receptor negative/progesterone receptor positive breast carcinoma exist?,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",second_stage_not_direct,false
161,MED:42049662,42049662,PMC13244588,10.1111/bju.70299,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,'BJUI Clinical Dilemma': Recurrent high-grade non-muscle-invasive bladder cancer in 2026.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",second_stage_not_direct,false
230,MED:33332369,33332369,PMC7746197,10.1371/journal.pone.0241148,context,include,high,,true,Transcriptomic and proteomic intra-tumor heterogeneity of colorectal cancer varies depending on tumor location within the colorectum.,"Second-stage review identifies a direct classifier, assay, platform, specimen, normalization, or implementation-comparison contribution relevant to the locked reliability question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_direct_method,false
240,MED:31628300,31628300,PMC6802116,10.1038/s41467-019-12517-7,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,De novo compartment deconvolution and weight estimation of tumor samples using DECODER.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
267,MED:20555060,20555060,,10.1093/annonc/mdq172,context,exclude,high,review_editorial_or_commentary_for_citation_chaining_only,false,"Small-cell lung cancer: ESMO Clinical Practice Guidelines for diagnosis, treatment and follow-up.","Second-stage review identifies secondary, guideline, commentary, or perspective literature retained only for citation chaining.",second_stage_not_direct,false
275,MED:15115827,15115827,,10.1056/nejmp048059,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Translating cancer genomics into clinical oncology.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",second_stage_not_direct,false
280,MED:41688225,41688225,,10.1016/j.euf.2026.01.012,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Re: Joshua J. Meeks. Urothelial Cancer: What Is the Role of Expression-based Subtypes to Guide Neoadjuvant Therapy in Muscle-invasive Bladder Cancer? Eur Urol Focus. In press. https://doi.org/10.1016/j.euf.2025.11.014.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",classifier_method|outcome_or_treatment_in_title|second_stage_not_direct,false
297,MED:40132216,40132216,,10.1097/ju.0000000000004542,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Hybrid 3-Tier Bladder Cancer Grade: The Mutually Beneficial Marriage of 2 Grading Systems.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",second_stage_not_direct,false
331,MED:38445415,38445415,,10.1002/ctm2.1606,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,MOVICShiny: An interactive website for multi-omics integration and visualisation in cancer subtyping.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",classifier_method|second_stage_not_direct,false
334,MED:38819254,38819254,PMC11141296,10.1093/bib/bbae260,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,PIPET: predicting relevant subpopulations in single-cell data using phenotypic information from bulk data.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
350,MED:35982221,35982221,,10.1038/s41417-022-00520-y,context,include,high,,true,Hidden patterns of gene expression provide prognostic insight for colorectal cancer.,"Second-stage review identifies a direct classifier, assay, platform, specimen, normalization, or implementation-comparison contribution relevant to the locked reliability question.",domain_in_record|strong_method_in_record|classifier_method|outcome_or_treatment_in_title|second_stage_direct_method,false
367,MED:37853949,37853949,PMC10585196,10.1002/ctm2.1450,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Identification and validation of GABA-driven subtypes and prognosis signature of lung adenocarcinoma.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",classifier_method|outcome_or_treatment_in_title|second_stage_not_direct,false
399,MED:36532053,36532053,PMC9747944,10.3389/fimmu.2022.998454,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Crosstalk of four kinds of cell deaths defines subtypes of cutaneous melanoma for precise immunotherapy and chemotherapy.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|outcome_or_treatment_in_title|second_stage_not_direct,false
452,MED:31678167,31678167,,10.1016/j.canlet.2019.10.040,context,include,high,,true,Technical differences between sequencing and microarray platforms impact transcriptomic subtyping of colorectal cancer.,"Second-stage review identifies a direct classifier, assay, platform, specimen, normalization, or implementation-comparison contribution relevant to the locked reliability question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_direct_method,false
519,MED:23274563,23274563,PMC3733243,10.1016/j.ygyno.2012.12.030,context,include,high,,true,Validation of ovarian cancer gene expression signatures for survival and subtype in formalin fixed paraffin embedded tissues.,"Second-stage review identifies a direct classifier, assay, platform, specimen, normalization, or implementation-comparison contribution relevant to the locked reliability question.",domain_in_record|strong_method_in_record|classifier_method|outcome_or_treatment_in_title|second_stage_direct_method,false
523,MED:23797752,23797752,PMC4005003,10.1245/s10434-013-3071-x,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Prognostic gene signatures for hepatocellular carcinoma: what are we measuring?,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",outcome_or_treatment_in_title|second_stage_not_direct,false
529,MED:22187034,22187034,PMC3273349,10.1038/bjc.2011.547,context,include,high,,true,Gene expression profiles of gliomas in formalin-fixed paraffin-embedded material.,"Second-stage review identifies a direct classifier, assay, platform, specimen, normalization, or implementation-comparison contribution relevant to the locked reliability question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_direct_method,false
536,MED:22698575,22698575,,10.1016/j.eururo.2012.05.063,context,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,The importance of being grade 3: WHO 1999 versus WHO 2004 pathologic grading.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",second_stage_not_direct,false
