rank,record_key,pmid,pmcid,doi,priority_tier,recommendation,confidence,exclusion_reason,abstract_available,title,rationale,matched_signals,founder_decision_recorded
25,MED:23552472,23552472,PMC3623756,10.1186/1756-9966-32-16,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Expression and prognostic value of VEGFR-2, PDGFR-β, and c-Met in advanced hepatocellular carcinoma.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
26,MED:24358304,24358304,PMC3866276,10.1371/journal.pone.0083651,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Niche-dependent gene expression profile of intratumoral heterogeneous ovarian cancer stem cell populations.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
27,MED:22796720,22796720,,10.1016/j.ymeth.2012.07.003,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Gene expression analysis in biomarker research and early drug development using function tested reverse transcription quantitative real-time PCR assays.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
28,MED:22952348,22952348,,10.1373/clinchem.2012.182550,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Quantifying the added value of a diagnostic test or marker.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
29,MED:21696604,21696604,PMC3148204,10.1186/1472-6947-11-45,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Decision curve analysis revisited: overall net benefit, relationships to ROC curve analysis, and application to case-control studies.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
30,MED:19246619,19246619,,10.1373/clinchem.2008.112797,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,The MIQE guidelines: minimum information for publication of quantitative real-time PCR experiments.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record,false
31,MED:16741576,16741576,PMC1469776,10.1172/jci24652,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Autocrine PDGFR signaling promotes mammary cancer metastasis.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
32,MED:17099194,17099194,PMC2577036,10.1177/0272989x06295361,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Decision curve analysis: a novel method for evaluating prediction models.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
33,MED:17148668,17148668,PMC1762464,10.2353/ajpath.2006.060653,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Targeting the expression of platelet-derived growth factor receptor by reactive stroma inhibits growth and metastasis of human colon carcinoma.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",,false
34,MED:14726674,14726674,,10.4161/cbt.3.4.727,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Inhibition of cell survival and invasive potential of colorectal carcinoma cells by the tyrosine kinase inhibitor STI571.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
35,MED:8402626,8402626,,,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Expression and prognostic significance of platelet-derived growth factor and its receptors in epithelial ovarian neoplasms.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",outcome_or_treatment_in_title,false
36,MED:26026391,26026391,PMC4550533,10.1053/j.gastro.2015.05.042,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,KIT Signaling Promotes Growth of Colon Xenograft Tumors in Mice and Is Up-Regulated in a Subset of Human Colon Cancers.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|nonhuman_in_title,false
37,MED:25430983,25430983,,10.3109/0284186x.2014.975839,context,exclude,high,review_editorial_or_commentary_for_citation_chaining_only,true,Risk of recurrence in patients with colon cancer stage II and III: a systematic review and meta-analysis of recent literature.,The title identifies secondary literature retained only for citation chaining.,strong_method_in_record|outcome_or_treatment_in_title|secondary_literature_in_title,false
38,MED:36348949,36348949,PMC9613417,10.23922/jarc.2022-045,context,exclude,high,review_editorial_or_commentary_for_citation_chaining_only,true,Molecular Analyses in Peritoneal Metastasis from Colorectal Cancer: A Review-An English Version.,The title identifies secondary literature retained only for citation chaining.,classifier_method|secondary_literature_in_title,false
