rank,record_key,pmid,pmcid,doi,priority_tier,recommendation,confidence,exclusion_reason,abstract_available,title,rationale,matched_signals,founder_decision_recorded
28,MED:38549046,38549046,PMC11265146,10.1186/s12859-024-05759-w,direct,include,high,,true,Feature-specific quantile normalization and feature-specific mean-variance normalization deliver robust bi-directional classification and feature selection performance between microarray and RNAseq data.,"Second-stage review identifies a direct classifier, assay, platform, specimen, normalization, or implementation-comparison contribution relevant to the locked reliability question.",domain_in_record|strong_method_in_title|strong_method_in_record|classifier_method|second_stage_direct_method,false
29,MED:31531391,31531391,PMC6733897,10.1038/s41523-019-0124-8,direct,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Robust and interpretable PAM50 reclassification exhibits survival advantage for myoepithelial and immune phenotypes.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_title|domain_in_record|strong_method_in_title|strong_method_in_record|classifier_method|outcome_or_treatment_in_title|second_stage_not_direct,false
33,MED:39747865,39747865,PMC11696812,10.1038/s41467-024-55583-2,direct,include,high,,true,The spatially informed mFISHseq assay resolves biomarker discordance and predicts treatment response in breast cancer.,"Second-stage review identifies a direct classifier, assay, platform, specimen, normalization, or implementation-comparison contribution relevant to the locked reliability question.",domain_in_record|strong_method_in_title|strong_method_in_record|classifier_method|outcome_or_treatment_in_title|second_stage_direct_method,false
37,MED:38384489,38384489,PMC10878706,10.1159/000534634,direct,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Use of the Gene Expression Test Prosigna<sup>®</sup> in Premenopausal Patients with HR+, HER2- Early Breast Cancer: Correlation of the Results with the Proliferation Marker Ki-67.","Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_title|domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
39,MED:38546612,38546612,PMC10979363,10.1001/jamaoncol.2023.7304,direct,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Tumor Intrinsic Subtypes and Gene Expression Signatures in Early-Stage ERBB2/HER2-Positive Breast Cancer: A Pooled Analysis of CALGB 40601, NeoALTTO, and NSABP B-41 Trials.","Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_title|domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
44,MED:36282363,36282363,PMC9633534,10.1007/s10549-022-06769-z,direct,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Intrinsic subtypes in Ethiopian breast cancer patient.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_title|domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
60,MED:28885116,28885116,,10.1080/0284186x.2017.1360514,direct,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Intrinsic subtype characterization of local recurrences and new contralateral primary tumors in patients with low risk breast cancer. Influence of age and primary surgery.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_title|domain_in_record|classifier_method|second_stage_not_direct,false
69,MED:27685983,27685983,PMC5042460,10.1371/journal.pone.0163238,direct,exclude,high,review_editorial_or_commentary_for_citation_chaining_only,true,Consensus Analysis of Whole Transcriptome Profiles from Two Breast Cancer Patient Cohorts Reveals Long Non-Coding RNAs Associated with Intrinsic Subtype and the Tumour Microenvironment.,"Second-stage review identifies secondary, guideline, commentary, or perspective literature retained only for citation chaining.",domain_in_title|domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
71,MED:25479803,25479803,PMC4301705,10.1093/jnci/dju386,direct,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Making breast cancer molecular subtypes robust?,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",strong_method_in_title|strong_method_in_record|classifier_method|second_stage_not_direct,false
76,MED:22262870,22262870,PMC3283537,10.1093/jnci/djr545,direct,include,high,,true,A three-gene model to robustly identify breast cancer molecular subtypes.,"Second-stage review identifies a direct classifier, assay, platform, specimen, normalization, or implementation-comparison contribution relevant to the locked reliability question.",domain_in_record|strong_method_in_title|strong_method_in_record|classifier_method|second_stage_direct_method,false
79,MED:20688274,20688274,,10.1016/s1470-2045(10)70176-5,direct,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Clinical implementation of the intrinsic subtypes of breast cancer.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_title|domain_in_record|classifier_method|second_stage_not_direct,false
81,MED:42032869,42032869,PMC13109054,10.1093/bib/bbag189,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,miRBiT: a rules-based single-sample serum miRNA classifier for pan-cancer detection with multi-cohort validation.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_title|domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
87,MED:40348620,40348620,,10.1016/j.clbc.2025.04.011,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Cost-effectiveness of Prosigna for Adjuvant Treatment Decisions in Early Breast Cancer: Healthcare Sector and Societal Perspectives.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_title|domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
88,PPR:PPR1020341,,,10.1101/2025.05.11.653361,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Beyond PAM50: Unsupervised Discovery of Anomalous Subgroups in Breast Cancer,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_title|domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
92,MED:36346687,36346687,PMC9873250,10.1158/1078-0432.ccr-22-2191,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Triple-Negative PAM50 Non-Basal Breast Cancer Subtype Predicts Benefit from Extended Adjuvant Capecitabine.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_title|domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
93,MED:35853907,35853907,PMC9296605,10.1038/s41523-022-00451-9,supporting,exclude,high,review_editorial_or_commentary_for_citation_chaining_only,false,A perspective on the development and lack of interchangeability of the breast cancer intrinsic subtypes.,"Second-stage review identifies secondary, guideline, commentary, or perspective literature retained only for citation chaining.",domain_in_title|domain_in_record|classifier_method|second_stage_not_direct,false
96,MED:33108242,33108242,PMC8078458,10.1200/jco.20.00853,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Molecular Drivers of Onco&lt;i&gt;type&lt;/i&gt; DX, Prosigna, EndoPredict, and the Breast Cancer Index: A TransATAC Study.","Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_title|domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
102,MED:34047501,34047501,PMC8236363,10.3348/kjr.2020.0760,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Dynamic Contrast Enhanced MRI and Intravoxel Incoherent Motion to Identify Molecular Subtypes of Breast Cancer with Different Vascular Normalization Gene Expression.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_title|strong_method_in_record|classifier_method|second_stage_not_direct,false
105,MED:31435878,31435878,,10.1007/s12094-019-02203-x,supporting,include,moderate,,false,Standardized versus research-based PAM50 intrinsic subtyping of breast cancer.,"Second-stage review identifies a direct classifier, assay, platform, specimen, normalization, or implementation-comparison contribution relevant to the locked reliability question.",domain_in_title|domain_in_record|classifier_method|second_stage_direct_method,false
107,MED:32253134,32253134,,10.1016/j.clbc.2020.01.013,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Population-based Study of Prosigna-PAM50 and Outcome Among Postmenopausal Women With Estrogen Receptor-positive and HER2-negative Operable Invasive Lobular or Ductal Breast Cancer.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_title|domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
110,MED:30679318,30679318,PMC6656445,10.1634/theoncologist.2018-0407,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Everolimus plus Exemestane for Hormone Receptor-Positive Advanced Breast Cancer: A PAM50 Intrinsic Subtype Analysis of BOLERO-2.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_title|domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
112,MED:28859290,28859290,PMC6059138,10.1093/jnci/djx135,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Racial Differences in PAM50 Subtypes in the Carolina Breast Cancer Study.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_title|domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
117,MED:30040052,30040052,,10.1148/radiol.2018171118,supporting,include,high,,true,Receptor-based Surrogate Subtypes and Discrepancies with Breast Cancer Intrinsic Subtypes: Implications for Image Biomarker Development.,"Second-stage review identifies a direct classifier, assay, platform, specimen, normalization, or implementation-comparison contribution relevant to the locked reliability question.",domain_in_title|domain_in_record|strong_method_in_record|classifier_method|second_stage_direct_method,false
120,MED:27926948,27926948,PMC5508875,10.1001/jamaoncol.2016.5630,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Intrinsic Subtype Switching and Acquired ERBB2/HER2 Amplifications and Mutations in Breast Cancer Brain Metastases.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_title|domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
128,MED:27896218,27896218,PMC5107819,10.3389/fonc.2016.00241,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Hormonal Modulation of Breast Cancer Gene Expression: Implications for Intrinsic Subtyping in Premenopausal Women.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_title|domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
131,MED:25908555,25908555,PMC4425383,10.1634/theoncologist.2014-0372,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Defining breast cancer intrinsic subtypes by quantitative receptor expression.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_title|domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
139,MED:25139535,25139535,,10.1093/jnci/dju212,supporting,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,"HER2-positive breast cancer, intrinsic subtypes, and tailoring therapy.","Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_title|domain_in_record|classifier_method|outcome_or_treatment_in_title|second_stage_not_direct,false
144,MED:21115855,21115855,PMC3055864,10.1200/jco.2010.28.9199,supporting,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Breast carcinomas arising at a young age: unique biology or a surrogate for aggressive intrinsic subtypes?,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_title|domain_in_record|classifier_method|second_stage_not_direct,false
146,MED:16626501,16626501,PMC1557722,10.1186/bcr1399,supporting,include,high,,true,Classification and risk stratification of invasive breast carcinomas using a real-time quantitative RT-PCR assay.,"Second-stage review identifies a direct classifier, assay, platform, specimen, normalization, or implementation-comparison contribution relevant to the locked reliability question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_direct_method,false
154,MED:42247929,42247929,PMC13259627,10.1016/j.tranon.2026.102840,supporting,exclude,high,review_editorial_or_commentary_for_citation_chaining_only,true,Multi-regional transcriptomics reveals robust consensus subtypes beyond tumor heterogeneity of breast cancer.,"Second-stage review identifies secondary, guideline, commentary, or perspective literature retained only for citation chaining.",domain_in_record|strong_method_in_title|strong_method_in_record|classifier_method|second_stage_not_direct,false
173,MED:41790613,41790613,PMC12965615,10.1371/journal.pcbi.1014025,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,An integrative analysis reveals the mechanism of plastic stabilizers inducing breast cancer.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_title|strong_method_in_record|classifier_method|second_stage_not_direct,false
181,MED:38592541,38592541,PMC11182789,10.1007/s10549-024-07303-z,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Clinical evaluation of deep learning-based risk profiling in breast cancer histopathology and comparison to an established multigene assay.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
185,MED:36563600,36563600,,10.1016/j.ctrv.2022.102496,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Clinical implications of the intrinsic molecular subtypes in hormone receptor-positive and HER2-negative metastatic breast cancer.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
204,MED:33442660,33442660,PMC7791620,10.1093/jncics/pkaa087,supporting,include,high,,true,Concordance of Immunohistochemistry-Based and Gene Expression-Based Subtyping in Breast Cancer.,"Second-stage review identifies a direct classifier, assay, platform, specimen, normalization, or implementation-comparison contribution relevant to the locked reliability question.",domain_in_record|strong_method_in_title|strong_method_in_record|classifier_method|second_stage_direct_method,false
206,MED:33769862,33769862,PMC8196091,10.1200/jco.20.02977,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Correlative Biomarker Analysis of Intrinsic Subtypes and Efficacy Across the MONALEESA Phase III Studies.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_title|domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
213,MED:35082572,35082572,PMC8740062,10.1159/000519255,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Identifying High-Risk Triple-Negative Breast Cancer Patients by Molecular Subtyping.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
230,MED:29868978,29868978,PMC7065419,10.1245/s10434-018-6540-4,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,RNA-Seq of Circulating Tumor Cells in Stage II-III Breast Cancer.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
246,MED:27259591,27259591,PMC4893290,10.1186/s12920-016-0185-6,supporting,exclude,high,review_editorial_or_commentary_for_citation_chaining_only,true,Breast cancer subtype predictors revisited: from consensus to concordance?,"Second-stage review identifies secondary, guideline, commentary, or perspective literature retained only for citation chaining.",domain_in_record|strong_method_in_title|strong_method_in_record|classifier_method|second_stage_not_direct,false
253,MED:25361981,25361981,PMC4269343,10.1093/annonc/mdu498,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Molecular subtype and tumor characteristics of breast cancer metastases as assessed by gene expression significantly influence patient post-relapse survival.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|outcome_or_treatment_in_title|second_stage_not_direct,false
268,MED:25158930,25158930,,10.1007/s10549-014-3104-6,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Refinement of breast cancer risk prediction with concordant leading edge subsets from prognostic gene signatures.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_title|strong_method_in_record|classifier_method|outcome_or_treatment_in_title|second_stage_not_direct,false
269,MED:25186065,25186065,,10.1007/s12032-014-0163-9,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Molecular subtyping predicts pathologic tumor response in early-stage breast cancer treated with neoadjuvant docetaxel plus capecitabine with or without trastuzumab chemotherapy.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|outcome_or_treatment_in_title|second_stage_not_direct,false
275,MED:23884597,23884597,,10.1007/s10549-013-2640-9,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Comparison of efficacy of 95-gene and 21-gene classifier (Oncotype DX) for prediction of recurrence in ER-positive and node-negative breast cancer patients.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|outcome_or_treatment_in_title|second_stage_not_direct,false
278,MED:22532584,22532584,PMC3477878,10.1093/annonc/mds080,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Concordance among gene expression-based predictors for ER-positive breast cancer treated with adjuvant tamoxifen.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_title|strong_method_in_record|classifier_method|second_stage_not_direct,false
291,MED:16899776,16899776,,10.1056/nejmoa052933,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Concordance among gene-expression-based predictors for breast cancer.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_title|strong_method_in_record|classifier_method|second_stage_not_direct,false
292,MED:41975055,41975055,PMC13261001,10.1038/s43856-026-01548-z,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Intratumor heterogeneity in human basal like breast cancer is revealed by single cell molecular subtyping.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
305,PPR:PPR1045164,,,10.21203/rs.3.rs-6816505/v1,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Single-cell molecular subtyping reveals novel intratumor heterogeneity in human Basal-like breast cancer,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
307,MED:38587073,38587073,PMC11128195,10.1172/jci.insight.178114,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Molecular subtyping improves breast cancer diagnosis in the Copenhagen Breast Cancer Genomics Study.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
310,MED:38951507,38951507,PMC11217366,10.1038/s41523-024-00658-y,supporting,include,high,,true,"Effect of cross-platform gene-expression, computational methods on breast cancer subtyping in PALOMA-2 and PALLET studies.","Second-stage review identifies a direct classifier, assay, platform, specimen, normalization, or implementation-comparison contribution relevant to the locked reliability question.",domain_in_record|strong_method_in_title|strong_method_in_record|classifier_method|second_stage_direct_method,false
312,MED:39305488,39305488,PMC11416080,10.1002/ctm2.70023,supporting,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Distinct discrepancy in breast cancer organoids recapitulation among molecular subtypes revealed by single-cell transcriptomes analysis.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",classifier_method|second_stage_not_direct,false
318,MED:37071799,37071799,PMC10243595,10.1021/acs.analchem.3c00624,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Assessing Breast Cancer Molecular Subtypes Using Extracellular Vesicles' mRNA.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
327,MED:38058819,38058819,PMC10695790,,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Advancing breast cancer subtyping: optimizing immunohistochemical staining classification with insights from real-world Taiwanese data.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",domain_in_record|strong_method_in_record|classifier_method|second_stage_not_direct,false
353,MED:34841669,34841669,PMC8571949,10.1002/ctm2.614,supporting,exclude,low,no_relevant_discordance_stability_or_classifier_method,false,Establishment and validation of a gasdermin signature to evaluate the immune status and direct risk-group classification in luminal-B breast cancer.,"Second-stage review finds outcome, treatment, biomarker, taxonomy, or general molecular content without a direct contribution to the locked classifier reliability, uncertainty, preprocessing, or transport question.",classifier_method|second_stage_not_direct,false
