rank,record_key,pmid,pmcid,doi,priority_tier,recommendation,confidence,exclusion_reason,abstract_available,title,rationale,matched_signals,founder_decision_recorded
11,MED:31231679,31231679,PMC6542807,10.1038/s41523-019-0111-0,direct,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,SET&lt;sub&gt;ER/PR&lt;/sub&gt;: a robust 18-gene predictor for sensitivity to endocrine therapy for metastatic breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_title|strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
12,MED:28984296,28984296,,10.1038/modpathol.2017.129,direct,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Male breast cancer: correlation between immunohistochemical subtyping and PAM50 intrinsic subtypes, and the subsequent clinical outcomes.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",domain_in_title|domain_in_record|classifier_method,false
13,MED:28295245,28295245,PMC5474169,10.1002/cncr.30637,direct,exclude,high,no_relevant_discordance_stability_or_classifier_method,true,"Body mass index, PAM50 subtype, recurrence, and survival among patients with nonmetastatic breast cancer.","The record uses a relevant subtype or assay for prognosis, treatment, or outcome association without a qualifying reliability-method focus.",domain_in_title|domain_in_record|strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
14,MED:21124904,21124904,PMC2990751,10.1371/journal.pone.0015543,direct,include,high,,true,Nearest template prediction: a single-sample-based flexible class prediction with confidence assessment.,"The title directly joins the locked classifier domain to a reliability, assay, preprocessing, uncertainty, or transport method.",domain_in_title|domain_in_record|strong_method_in_title|strong_method_in_record|classifier_method,false
15,MED:38473863,38473863,PMC10931915,10.3390/ijms25052616,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Breast Cancer Molecular Subtyping in Practice: A Real-World Study of the APIS Breast Cancer Subtyping Assay in a Consecutive Series of Breast Core Biopsies.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
16,MED:35158778,35158778,PMC8833556,10.3390/cancers14030512,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,HER2+ Breast Cancer Escalation and De-Escalation Trial Design: Potential Role of Intrinsic Subtyping.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",domain_in_title|domain_in_record|classifier_method,false
17,MED:26545404,26545404,PMC4727837,10.1158/1055-9965.epi-15-0864,supporting,exclude,high,no_relevant_discordance_stability_or_classifier_method,true,Association of Parity and Time since Last Birth with Breast Cancer Prognosis by Intrinsic Subtype.,"The record uses a relevant subtype or assay for prognosis, treatment, or outcome association without a qualifying reliability-method focus.",domain_in_title|domain_in_record|classifier_method|outcome_or_treatment_in_title,false
18,MED:26467042,26467042,,10.1007/s10549-015-3598-6,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Differential expression of epithelial–mesenchymal transition and stem cell markers in intrinsic subtypes of breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",domain_in_title|domain_in_record|classifier_method,false
19,MED:24148581,24148581,PMC3978680,10.1186/bcr3559,supporting,exclude,high,no_relevant_discordance_stability_or_classifier_method,true,Pattern of recurrence of early breast cancer is different according to intrinsic subtype and proliferation index.,"The record uses a relevant subtype or assay for prognosis, treatment, or outcome association without a qualifying reliability-method focus.",domain_in_title|domain_in_record|classifier_method|outcome_or_treatment_in_title,false
20,MED:21489222,21489222,PMC3073183,10.1186/1471-2105-12-s2-s3,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Context-specific gene regulatory networks subdivide intrinsic subtypes of breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",domain_in_title|domain_in_record|classifier_method,false
21,MED:35983098,35983098,PMC9378834,10.3389/fmed.2022.923275,supporting,unclear,moderate,,true,Predict ovarian cancer by pairing serum miRNAs: Construct of single sample classifiers.,"The abstract contains relevant classifier and reliability signals, but direct eligibility is not unambiguous from deterministic rules.",domain_in_title|domain_in_record|strong_method_in_record|classifier_method,false
22,MED:29869423,29869423,PMC6279615,10.1002/sim.7803,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Standard errors and confidence intervals for variable importance in random forest regression, classification, and survival.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_title|strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
23,MED:39711216,39711216,PMC11792870,10.1080/17501911.2024.2441653,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Evaluation of agreement between common clustering strategies for DNA methylation-based subtyping of breast tumours.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_title|strong_method_in_record|classifier_method,false
24,MED:41225774,41225774,PMC12612569,10.1002/gcc.70090,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"A 107 Gene Nanostring Assay Effectively Translates the Cancer Genome Atlas, and Tumour Microenvironment Gastric Cancer Molecular Classification to a Patient-Derived Organoid Model.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
25,MED:33926257,33926257,PMC8243219,10.1177/15353702211006047,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Breast cancer in sub-Saharan Africa: The current state and uncertain future.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_title|strong_method_in_record,false
26,MED:28398307,28398307,PMC6742427,10.1038/nbt.3838,supporting,unclear,low,,false,Reproducible RNA-seq analysis using recount2.,No abstract is available; founder title-level adjudication is required.,strong_method_in_title|strong_method_in_record,false
27,MED:28898983,28898983,PMC5848430,10.1093/ajcp/aqx053,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Ki-67 Expression in Breast Cancer Tissue Microarrays: Assessing Tumor Heterogeneity, Concordance With Full Section, and Scoring Methods.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_title|strong_method_in_record|classifier_method,false
28,MED:24708766,24708766,PMC4053092,10.1186/bcr3640,supporting,unclear,moderate,,true,Patient-derived xenografts of triple-negative breast cancer reproduce molecular features of patient tumors and respond to mTOR inhibition.,"The abstract contains relevant classifier and reliability signals, but direct eligibility is not unambiguous from deterministic rules.",domain_in_record|strong_method_in_title|strong_method_in_record|classifier_method,false
29,MED:21792624,21792624,,10.1007/s10549-011-1687-8,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Gene expression profiling of breast tumor cell lines to predict for therapeutic response to microtubule-stabilizing agents.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_title|strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
30,MED:11842121,11842121,PMC100354,10.1093/nar/30.4.e15,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Normalization for cDNA microarray data: a robust composite method addressing single and multiple slide systematic variation.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_title|strong_method_in_record|classifier_method,false
31,MED:39727016,39727016,PMC12263225,10.4143/crt.2024.1035,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Prognostic Performance of the Next-Generation Sequencing-Based Multigene Assay in Early Breast Cancer Patients Treated According to the 21-Gene Assay Results.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|outcome_or_treatment_in_title,false
32,MED:40165118,40165118,PMC11960024,10.1186/s12885-025-13683-2,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Analytical validation of the Percepta Nasal Swab classifier; an RNA next-generation sequencing assay for the assessment of lung cancer risk in pulmonary nodules.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_title|strong_method_in_record|classifier_method,false
33,MED:40363968,40363968,PMC12072560,10.3390/jcm14092937,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Clinical Outcomes in Early-Stage HER2-Low and HER2-Zero Breast Cancer: Single-Center Experience.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_title|strong_method_in_record,false
34,MED:41097760,41097760,PMC12523546,10.3390/cancers17193234,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Validation of an Artificial Intelligence Model for Breast Cancer Molecular Subtyping Using Hematoxylin and Eosin-Stained Whole-Slide Images in a Population-Based Cohort.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
35,MED:41422185,41422185,PMC12819530,10.1038/s41698-025-01228-6,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Cross-platform comparison of gene expression-based cancer molecular subtyping reveals discrepancies with exome capture methods.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_title|strong_method_in_record|classifier_method,false
36,MED:37379184,37379184,PMC10623656,10.1109/tcbb.2023.3290394,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Patient Graph Deep Learning to Predict Breast Cancer Molecular Subtype.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
37,MED:37437225,37437225,,10.1200/cci.23.00013,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Automated Classification of Breast Cancer Across the Spectrum of <i>ERBB2</i> Expression Focusing on Heterogeneous Tumors With Low Human Epidermal Growth Factor Receptor 2 Expression.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
38,MED:38066611,38066611,PMC10709935,10.1186/s13058-023-01747-9,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Molecular subtypes of breast cancer predicting clinical benefits of radiotherapy after breast-conserving surgery: a propensity-score-matched cohort study.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
39,MED:34839002,34839002,,10.1016/j.matbio.2021.10.006,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Mammary collagen is under reproductive control with implications for breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_title|strong_method_in_record|classifier_method,false
40,MED:35877267,35877267,PMC9325032,10.3390/curroncol29070407,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Clinical Utility of Genomic Assay in Node-Positive Early-Stage Breast Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",domain_in_record,false
41,MED:36627898,36627898,PMC9771736,10.20517/cdr.2022.29,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Improving HER2 testing reproducibility in HER2-low breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_title|strong_method_in_record,false
42,MED:33947654,33947654,PMC8254754,10.1158/1055-9965.epi-20-1784,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,A Pooled Case-only Analysis of Reproductive Risk Factors and Breast Cancer Subtype Among Black Women in the Southeastern United States.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_title|strong_method_in_record|classifier_method,false
43,MED:33973399,33973399,PMC8178482,10.1002/cam4.3764,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Breast cancer in Zimbabwe: patterns of care and correlates of adherence in a national referral hospital radiotherapy center cohort from 2014 to 2018.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_title|strong_method_in_record,false
44,MED:34604077,34604077,PMC8485584,10.3389/fonc.2021.737781,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Improving Prognosis of Surrogate Assay for Breast Cancer Patients by Absolute Quantitation of Ki67 Protein Levels Using Quantitative Dot Blot (QDB) Method.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
45,MED:34771663,34771663,PMC8583679,10.3390/cancers13215500,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Molecular Classification of Bladder Urothelial Carcinoma Using NanoString-Based Gene Expression Analysis.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
46,MED:30679171,30679171,PMC6387871,10.1158/2159-8290.cd-18-1177,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Insights into Molecular Classifications of Triple-Negative Breast Cancer: Improving Patient Selection for Treatment.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
47,MED:31113981,31113981,PMC6529539,10.1038/s41598-019-43492-0,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Analytical Validation of Multiplex Biomarker Assay to Stratify Colorectal Cancer into Molecular Subtypes.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_title|strong_method_in_record|classifier_method,false
48,MED:31312792,31312792,PMC6619784,10.5152/ejbh.2019.4901,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"The Oncotype Dx Assay in ER-Positive, HER2-Negative Breast Cancer Patients: A Real Life Experience from a Single Cancer Center.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_title|strong_method_in_record,false
49,MED:31619719,31619719,PMC6795899,10.1038/s41598-019-51335-1,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,A Predictor of Pathological Complete Response to Neoadjuvant Chemotherapy Stratifies Triple Negative Breast Cancer Patients with High Risk of Recurrence.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
50,MED:29124544,29124544,PMC5903274,10.1007/s10552-017-0977-9,supporting,unclear,moderate,,true,Reproductive risk factor associations with lobular and ductal carcinoma in the Carolina Breast Cancer Study.,"The abstract contains relevant classifier and reliability signals, but direct eligibility is not unambiguous from deterministic rules.",domain_in_record|strong_method_in_title|strong_method_in_record|classifier_method,false
51,MED:29696563,29696563,,10.1007/s12282-018-0863-7,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,A mathematical prediction model incorporating molecular subtype for risk of non-sentinel lymph node metastasis in sentinel lymph node-positive breast cancer patients: a retrospective analysis and nomogram development.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
52,MED:30185547,30185547,PMC6223627,10.1158/0008-5472.can-18-0502,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Pooled Analysis of Nine Cohorts Reveals Breast Cancer Risk Factors by Tumor Molecular Subtype.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
53,MED:28474673,28474673,PMC5424158,10.1038/ncomms15081,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Single-cell RNA-seq enables comprehensive tumour and immune cell profiling in primary breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
54,MED:26856820,26856820,PMC5067683,10.1002/bjs.10070,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,St Gallen molecular subtypes in screening-detected and symptomatic breast cancer in a prospective cohort with long-term follow-up.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
55,MED:26899763,26899763,,10.1016/j.prp.2015.11.019,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"HER-2, ER, PR status concordance in primary breast cancer and corresponding metastatic lesion in lymph node in Chinese women.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_title|strong_method_in_record,false
56,MED:27587275,27587275,PMC5009820,10.1186/s12918-016-0306-z,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Classification of breast cancer patients using somatic mutation profiles and machine learning approaches.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
57,MED:25932042,25932042,PMC4404037,10.3332/ecancer.2015.518,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Highlights from the 14(th) St Gallen International Breast Cancer Conference 2015 in Vienna: Dealing with classification, prognostication, and prediction refinement to personalize the treatment of patients with early breast cancer.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
58,MED:24398324,24398324,PMC4053773,10.1186/gb-2014-15-1-r9,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Identification of distinct miRNA target regulation between breast cancer molecular subtypes using AGO2-PAR-CLIP and patient datasets.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
59,MED:25226589,25226589,PMC4166462,10.1371/journal.pone.0107643,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Molecular subtyping of serous ovarian tumors reveals multiple connections to intrinsic breast cancer subtypes.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
60,MED:23565194,23565194,PMC3614930,10.1371/journal.pone.0060131,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,A prognosis classifier for breast cancer based on conserved gene regulation between mammary gland development and tumorigenesis: a multiscale statistical model.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
61,MED:23971947,23971947,PMC3978610,10.1186/bcr3462,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Estrogen receptor negative/progesterone receptor positive breast cancer is not a reproducible subtype.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_title|strong_method_in_record|classifier_method,false
62,MED:21479925,21479925,,10.1007/s10549-011-1485-3,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Primary tumor classification according to methylation pattern is prognostic in patients with early stage ER-negative breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
63,MED:22563412,22563412,PMC3338552,10.1371/journal.pone.0035881,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Molecular subtype classification is a determinant of non-sentinel lymph node metastasis in breast cancer patients with positive sentinel lymph nodes.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
64,MED:22713661,22713661,PMC3394967,10.1038/bjc.2012.219,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Tumour biomarker expression relative to age and molecular subtypes of invasive breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
65,MED:22808097,22808097,PMC3396611,10.1371/journal.pone.0040092,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Whole transcriptome RNA-Seq analysis of breast cancer recurrence risk using formalin-fixed paraffin-embedded tumor tissue.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
66,MED:23049873,23049873,PMC3458056,10.1371/journal.pone.0045831,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Molecular characteristics and metastasis predictor genes of triple-negative breast cancer: a clinical study of triple-negative breast carcinomas.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
67,MED:23170291,23170291,PMC3496846,10.3857/roj.2012.30.3.124,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Treatment outcome in patients with triple negative early stage breast cancers compared with other molecular subtypes.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
68,MED:21299347,21299347,,10.3109/01913123.2010.544843,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,CD44(+)/CD24(-) cells are transit progenitors and do not determine the molecular subtypes and clinical parameters in breast carcinomas.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
69,MED:21346227,21346227,PMC3057984,10.1093/jnci/djr030,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Reproductive history and oral contraceptive use in relation to risk of triple-negative breast cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_title|strong_method_in_record|classifier_method,false
70,MED:20005686,20005686,,10.1016/j.artmed.2009.07.008,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Mixture classification model based on clinical markers for breast cancer prognosis.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
71,MED:20065191,20065191,,10.1200/jco.2008.20.2119,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Prospective multicenter study of the impact of the 21-gene recurrence score assay on medical oncologist and patient adjuvant breast cancer treatment selection.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|outcome_or_treatment_in_title,false
72,MED:20068186,20068186,PMC2807992,10.1158/0008-5472.can-09-3460,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Use of four biomarkers to evaluate the risk of breast cancer subtypes in the women's contraceptive and reproductive experiences study.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_title|strong_method_in_record|classifier_method,false
73,MED:20593485,20593485,,10.1002/path.2728,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Gene expression profiling of formalin-fixed, paraffin-embedded familial breast tumours using the whole genome-DASL assay.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
74,MED:18414401,18414401,PMC4847137,10.1038/labinvest.2008.31,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,The fibromatosis signature defines a robust stromal response in breast carcinoma.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_title|strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
75,MED:15701700,15701700,PMC548329,10.1073/pnas.0409462102,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Robustness, scalability, and integration of a wound-response gene expression signature in predicting breast cancer survival.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_title|strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
