rank,record_key,pmid,pmcid,doi,priority_tier,recommendation,confidence,exclusion_reason,abstract_available,title,rationale,matched_signals,founder_decision_recorded
13,MED:19074747,19074747,,10.1093/annonc/mdn675,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Breast cancer classification according to immunohistochemical markers: clinicopathologic features and short-term survival analysis in a population-based study from the South of Switzerland.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
14,MED:17088909,17088909,PMC2360599,10.1038/sj.bjc.6603449,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Molecular subtypes of breast cancer and amplification of topoisomerase II alpha: predictive role in dose intensive adjuvant chemotherapy.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
15,MED:28036264,28036264,PMC5351660,10.18632/oncotarget.14257,supporting,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Robust transcriptional tumor signatures applicable to both formalin-fixed paraffin-embedded and fresh-frozen samples.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_title|strong_method_in_record|classifier_method,false
16,MED:28457661,28457661,,10.1016/j.eururo.2017.04.015,supporting,exclude,high,review_editorial_or_commentary_for_citation_chaining_only,true,Prognostic Performance and Reproducibility of the 1973 and 2004/2016 World Health Organization Grading Classification Systems in Non-muscle-invasive Bladder Cancer: A European Association of Urology Non-muscle Invasive Bladder Cancer Guidelines Panel Systematic Review.,The title identifies secondary literature retained only for citation chaining.,strong_method_in_title|strong_method_in_record|classifier_method|outcome_or_treatment_in_title|secondary_literature_in_title,false
17,MED:41152108,41152108,,10.1016/j.urolonc.2025.09.023,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Molecular subtyping of advanced bladder cancer patients and patient-derived organoids based on a 3-marker immunohistochemistry approach to evaluate chemotherapy sensitivity.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
18,MED:41916296,41916296,PMC13130669,10.1016/j.xcrm.2026.102708,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Robust transcriptomic hallmarks targeting intratumor heterogeneity in intrahepatic cholangiocarcinoma.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_title|strong_method_in_record|classifier_method,false
19,MED:42399473,42399473,,10.1038/s41698-026-01588-7,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Proliferation- and cytotoxic immune signatures identify chemotherapy-responsive bladder tumors in a molecular subtype dependent manner.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
20,MED:40021757,40021757,PMC11870997,10.1038/s41598-025-91640-6,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,An accurate DNA and RNA based targeted sequencing assay for clinical detection of gene fusions in solid tumors.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
21,MED:40360689,40360689,PMC12075871,10.1038/s41598-025-98088-8,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,A three-subtype prognostic classification based on base excision repair and oxidative stress genes in lung adenocarcinoma and its relationship with tumor microenvironment.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
22,MED:40388565,40388565,PMC12688170,10.1002/1878-0261.70053,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Comprehensive omics-based classification system in adult patients with B-cell acute lymphoblastic leukemia.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
23,MED:39906742,39906742,PMC11790639,10.3389/fimmu.2024.1523034,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Pan-cancer analysis of the transcriptional expression of histone acetylation enzymes in solid tumors defines a new classification scheme for gliomas.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
24,MED:37192179,37192179,PMC10187926,10.1371/journal.pone.0285832,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"T cell-mediated tumor killing patterns in head and neck squamous cell carcinoma identify novel molecular subtypes, with prognosis and therapeutic implications.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
25,MED:37199442,37199442,,10.1097/pas.0000000000002053,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,International Society of Urological Pathology Consensus Conference on Current Issues in Bladder Cancer. Working Group 4: Molecular Subtypes of Bladder Cancer-Principles of Classification and Emerging Clinical Utility.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
26,MED:34536301,34536301,,10.1002/ijc.33809,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,A quantitative polymerase chain reaction based method for molecular subtype classification of urinary bladder cancer-Stromal gene expressions show higher prognostic values than intrinsic tumor genes.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
27,MED:35013752,35013752,,10.1007/s00109-021-02149-0,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,RNA-Seq for the detection of gene fusions in solid tumors: development and validation of the JAX FusionSeq™ 2.0 assay.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
28,MED:35538548,35538548,PMC9092724,10.1186/s13059-022-02677-z,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Refining colorectal cancer classification and clinical stratification through a single-cell atlas.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
29,MED:35560039,35560039,PMC9106217,10.1371/journal.pone.0268436,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Consensus molecular subtype differences linking colon adenocarcinoma and obesity revealed by a cohort transcriptomic analysis.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
30,MED:35773407,35773407,PMC9279158,10.1038/s41588-022-01100-4,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Single-cell and bulk transcriptome sequencing identifies two epithelial tumor cell states and refines the consensus molecular classification of colorectal cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",domain_in_record|classifier_method,false
31,MED:35967375,35967375,PMC9363630,10.3389/fimmu.2022.970117,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Necroptosis throws novel insights on patient classification and treatment strategies for hepatocellular carcinoma.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
32,MED:36519025,36519025,PMC9742627,10.21037/tlcr-22-775,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Multi-omics consensus portfolio to refine the classification of lung adenocarcinoma with prognostic stratification, tumor microenvironment, and unique sensitivity to first-line therapies.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
33,MED:36704871,36704871,PMC10342216,10.32074/1591-951x-838,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,News in the classification of WHO 2022 bladder tumors.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
34,MED:34250086,34250086,PMC8238567,10.1155/2021/5514726,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Distinct Molecular Subtypes of Diffuse Large B Cell Lymphoma Patients Treated with Rituximab-CHOP Are Associated with Different Clinical Outcomes and Molecular Mechanisms.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
35,MED:34256801,34256801,PMC8276416,10.1186/s13046-021-02034-1,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Immuno-genomic classification of colorectal cancer organoids reveals cancer cells with intrinsic immunogenic properties associated with patient survival.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
36,MED:34906411,34906411,,10.1016/j.urolonc.2021.10.010,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Prognostic markers in invasive bladder cancer: FGFR3 mutation status versus P53 and KI-67 expression: a multi-center, multi-laboratory analysis in 1058 radical cystectomy patients.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_title|strong_method_in_record|outcome_or_treatment_in_title,false
37,MED:34970257,34970257,PMC8713701,10.3389/fimmu.2021.745945,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,CD8<sup>+</sup> T Cell-Based Molecular Classification With Heterogeneous Immunogenomic Landscapes and Clinical Significance of Clear Cell Renal Cell Carcinoma.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
38,PPR:PPR350040,,,10.1101/2021.05.30.446369,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Multi-omics consensus ensemble refines the classification of muscle-invasive bladder cancer with stratified prognosis, tumour microenvironment and distinct sensitivity to frontline therapies","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",domain_in_record|classifier_method|outcome_or_treatment_in_title,false
39,MED:31977005,31977005,PMC7099333,10.1182/blood.2019002414,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Leveraging gene expression subgroups to classify DLBCL patients and select for clinical benefit from a novel agent.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
40,MED:31982351,31982351,,10.1016/j.clcc.2019.09.003,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,High Concordance and Negative Prognostic Impact of RAS/BRAF/PIK3CA Mutations in Multiple Resected Colorectal Liver Metastases.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_title|strong_method_in_record|outcome_or_treatment_in_title,false
41,MED:28398314,28398314,PMC5546205,10.1038/nbt.3772,context,unclear,low,,false,"Toil enables reproducible, open source, big biomedical data analyses.",No abstract is available; founder title-level adjudication is required.,strong_method_in_title|strong_method_in_record,false
42,MED:28805822,28805822,PMC5653288,10.1038/nm.4379,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Intrinsic BET inhibitor resistance in SPOP-mutated prostate cancer is mediated by BET protein stabilization and AKT-mTORC1 activation.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_title|strong_method_in_record|classifier_method,false
43,MED:29179677,29179677,PMC5704640,10.1186/s12864-017-4280-7,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Robust transcriptional signatures for low-input RNA samples based on relative expression orderings.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_title|strong_method_in_record|classifier_method,false
44,MED:27187374,27187374,PMC4881546,10.3390/ijms17050724,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"A Comparison of Fresh Frozen vs. Formalin-Fixed, Paraffin-Embedded Specimens of Canine Mammary Tumors via Branched-DNA Assay.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
45,MED:27649415,27649415,PMC5029930,10.1371/journal.pone.0163125,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,MicroRNA Stability in FFPE Tissue Samples: Dependence on GC Content.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_title|strong_method_in_record|classifier_method,false
46,MED:24954858,24954858,PMC5528608,10.1016/j.molonc.2014.05.010,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Long noncoding RNA profiles identify five distinct molecular subtypes of colorectal cancer with clinical relevance.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
47,MED:23774991,23774991,,10.1007/s10549-013-2604-0,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,BreastPRS is a gene expression assay that stratifies intermediate-risk Oncotype DX patients into high- or low-risk for disease recurrence.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
48,MED:11255003,11255003,,10.1016/s0378-1119(01)00350-x,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Regulation of mRNA stability in mammalian cells.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_title|strong_method_in_record|classifier_method,false
49,MED:40659317,40659317,PMC13129803,10.3350/cmh.2025.0760,context,unclear,low,,false,"Correspondence to letter to the editor on ""Molecular classification of hepatocellular carcinoma based on zoned metabolic feature and oncogenic signaling pathway"".",No abstract is available; founder title-level adjudication is required.,classifier_method,false
50,MED:41587979,41587979,PMC12946203,10.1038/s41467-026-68748-y,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"A proteogenomic atlas of 1032 brain metastases identifies molecular subtypes, immune landscapes, and therapeutic vulnerabilities.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
51,MED:41596347,41596347,PMC12841528,10.3390/ijms27020696,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Identification of Immune&amp;Driver Molecular Subtypes Optimizes Immunotherapy Strategies for Gastric Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
52,MED:41763905,41763905,,10.1016/j.euo.2026.02.020,context,unclear,moderate,,true,A Long Noncoding RNA-based Classifier for Identifying More Aggressive Low-grade Ta Bladder Cancer with Elevated FGFR3 Activity.,"The abstract contains relevant classifier and reliability signals, but direct eligibility is not unambiguous from deterministic rules.",domain_in_record|strong_method_in_record|classifier_method,false
53,MED:38480676,38480676,,10.1002/tox.24222,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,RETRACTED: Refining molecular subtypes and risk stratification of ovarian cancer through multi-omics consensus portfolio and machine learning.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
54,MED:39873820,39873820,PMC11775367,10.1007/s12672-025-01841-8,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Improving molecular subtypes and prognosis of pancreatic cancer through multi group analysis and machine learning.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
55,MED:39910672,39910672,PMC11800565,10.1186/s41065-025-00380-0,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Multiple machine learning-based integrations of multi-omics data to identify molecular subtypes and construct a prognostic model for HNSCC.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
56,MED:39927613,39927613,PMC12161470,10.1002/1878-0261.70000,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Classification of acute myeloid leukemia based on multi-omics and prognosis prediction value.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
57,MED:40168774,40168774,,10.1016/j.prp.2025.155925,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Multiomics evaluation and machine learning optimize molecular classification, prediction of prognosis and immunotherapy response for ovarian cancer.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
58,MED:40498252,40498252,PMC12158866,10.1007/s12672-025-02879-4,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Enhancer RNAs profiling in colorectal cancer liver metastases reveals novel molecular subtypes with prognostic and therapeutic relevance.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
59,MED:40528211,40528211,PMC12175387,10.1186/s12967-025-06682-1,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Pathway-based cancer transcriptome deciphers a high-resolution intrinsic heterogeneity within bladder cancer classification.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",domain_in_record|classifier_method,false
60,MED:40719796,40719796,,10.1007/s10142-025-01669-z,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Integrated multi-omics analysis and machine learning refine molecular subtypes and prognosis in hepatocellular carcinoma through O-linked glycosylation genes.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
61,MED:41187230,41187230,,10.1021/acs.jproteome.5c00828,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Proteomic and Transcriptomic Analyses Define Molecular Subtypes, Identify Biomarkers, and Suggest Potential Therapeutic Agent for Early-Stage HBV-Related Hepatocellular Carcinoma.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
62,MED:41377767,41377767,PMC12686132,10.1002/mco2.70492,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Integrated Multi-Omics Profiling to Characterize Molecular Subtypes and Reveal Potential Therapeutic Strategies for Colorectal Cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
63,PPR:PPR1002822,,,10.21203/rs.3.rs-6362412/v1,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Molecular subtypes of bladder cancer do not display microenvironment- or metastasis-induced plasticity,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
64,MED:38374122,38374122,PMC10875877,10.1186/s12935-024-03242-3,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,"Signature construction and molecular subtype identification based on liver-specific genes for prediction of prognosis, immune activity, and anti-cancer drug sensitivity in hepatocellular carcinoma.","The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
65,MED:38430394,38430394,PMC10908647,10.1007/s00262-024-03657-x,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Molecular classification reveals the sensitivity of lung adenocarcinoma to radiotherapy and immunotherapy: multi-omics clustering based on similarity network fusion.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
66,MED:38451249,38451249,PMC11096054,10.1158/0008-5472.can-23-4070,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Transcriptomic Profiling of Plasma Extracellular Vesicles Enables Reliable Annotation of the Cancer-Specific Transcriptome and Molecular Subtype.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
67,MED:38898215,38898215,PMC11187219,10.1038/s41598-024-65236-5,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Molecular subtypes of ischemic heart disease based on circadian rhythm.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
68,MED:39487125,39487125,PMC11530571,10.1038/s41467-024-53826-w,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Classification of distinct tendinopathy subtypes for precision therapeutics.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method,false
69,MED:39594773,39594773,PMC11592823,10.3390/cancers16223818,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Identification of Molecular Subtypes and Prognostic Traits Based on Chromosomal Instability Phenotype-Related Genes in Lung Adenocarcinoma.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
70,MED:35684936,35684936,PMC9844610,10.1002/cam4.4932,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Clustering analysis revealed the autophagy classification and potential autophagy regulators' sensitivity of pancreatic cancer based on multi-omics data.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method,false
71,MED:36204983,36204983,PMC10028049,10.1002/cam4.5324,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Predictive value of molecular subtypes and APOBEC3G for adjuvant chemotherapy in urothelial bladder cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
72,MED:36864702,36864702,PMC9982075,10.1002/ctm2.1145,context,unclear,low,,false,Epigenetically regulated gene expression profiles recognized three molecular classifications with prognostic and therapeutic implications in bladder cancer.,No abstract is available; founder title-level adjudication is required.,classifier_method|outcome_or_treatment_in_title,false
73,MED:37061743,37061743,PMC10105476,10.1186/s13148-023-01478-w,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Epigenetically regulated gene expression profiles decipher four molecular subtypes with prognostic and therapeutic implications in gastric cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",strong_method_in_record|classifier_method|outcome_or_treatment_in_title,false
74,MED:37224225,37224225,PMC10572776,10.1126/scitranslmed.abn4118,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Non-muscle-invasive bladder cancer molecular subtypes predict differential response to intravesical Bacillus Calmette-Guérin.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
75,MED:37597521,37597521,PMC10518604,10.1016/j.xcrm.2023.101162,context,exclude,moderate,no_relevant_discordance_stability_or_classifier_method,true,Metabolic classification suggests the GLUT1/ALDOB/G6PD axis as a therapeutic target in chemotherapy-resistant pancreatic cancer.,"The title and abstract do not jointly establish a qualifying single-sample classifier reliability, uncertainty, preprocessing, or transport method.",classifier_method|outcome_or_treatment_in_title,false
